year,make,model,body_style(s),image_source(s),recall(s)
2017,Lincoln,MKZ,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/11215/2017-Lincoln-MKZ-front-angle3_11215_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'17V427000', u'Conequence': u'If the torque converter weld studs fail, the torque converter will not be connected to the engine flexplate and the vehicle will lose the ability to move, increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov. ', u'Component': u'POWER TRAIN:AUTOMATIC TRANSMISSION:TORQUE CONVERTER', u'Summary': u'Ford Motor Company (Ford) is recalling certain 2017 Lincoln MKZ and Ford Edge and Fusion vehicles.  On vehicles with 2.0L gas engines and six-speed automatic transmissions, the torque converter weld studs may have been inadequately welded.', u'Remedy': u""Ford or Lincoln will notify owners, and dealers will replace the torque converters, free of charge.  The recall began August 25, 2017.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 17S16."", u'ModelYear': u'2017', u'Model': u'MKZ', u'Make': u'LINCOLN', u'ReportReceivedDate': u'/Date(1499313600000-0400)/', u'Manufacturer': u'Ford Motor Company'}, {u'NHTSACampaignNumber': u'18V167000', u'Conequence': u'A steering wheel detachment can cause a loss of steering control, increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'STEERING:WHEEL AND HANDLE BAR', u'Remedy': u""Ford will notify owners, and dealers will replace the steering wheel bolt with a longer bolt, free of charge.   Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 18S08."", u'Summary': u'Ford Motor Company (Ford) is recalling certain 2014-2018 Lincoln MKZ and Ford Fusion vehicles.  The steering wheel retaining bolt may loosen allowing the steering wheel to detach while driving.', u'NHTSAActionNumber': u'PE17007', u'ModelYear': u'2017', u'Model': u'MKZ', u'Make': u'LINCOLN', u'ReportReceivedDate': u'/Date(1520827200000-0400)/', u'Manufacturer': u'Ford Motor Company'}, {u'NHTSACampaignNumber': u'18V390000', u'Conequence': u'If the torque converter weld studs fail, the torque converter will not be connected to the engine flexplate and the vehicle will lose the ability to move, increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'POWER TRAIN:AUTOMATIC TRANSMISSION:TORQUE CONVERTER', u'Summary': u'Ford Motor Company (Ford) is recalling certain 2017-2018 Ford Edge and 2017 Lincoln MKZ vehicles.  On vehicles with 2.0L gas engines and six-speed automatic transmissions, the torque converter weld studs may have been inadequately welded.', u'Remedy': u""Ford will notify owners, and dealers will replace the torque converters, free of charge.  The recall began on July 5, 2018.  Owners may contact Ford customer service at 1-866-436-7332.  Ford's number for this recall is 17S16 (S2).  Note: This recall is an expansion of recall 17V-427."", u'ModelYear': u'2017', u'Model': u'MKZ', u'Make': u'LINCOLN', u'ReportReceivedDate': u'/Date(1528689600000-0400)/', u'Manufacturer': u'Ford Motor Company'}]"
2017,Lincoln,Navigator,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/11279/2017-Lincoln-Navigator-front-angle3_11279_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Lincoln,Navigator L,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/10680/2017-Lincoln-Navigator%20L-front-angle3_10680_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Lotus,Evora 400,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Lotus-Evora%20400-FrontSide_LOEV41701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'19V263000', u'Conequence': u""In the event of a crash, if the occupant's knee contacts the rigid structure, there may be an increased risk of injury. "", u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'STRUCTURE', u'Summary': u'Lotus Cars USA, Inc. (Lotus) is recalling certain 2017-2018 Evora vehicles.  The toe board in the passenger footwell lacks stiffness, allowing the knee of an unbelted occupant to contact the rigid structure of the vehicle, in the event of a crash.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 208, ""Occupant Crash Protection."" ', u'Remedy': u""Lotus will notify owners, and dealers will replace the toe board with a new design to provide the appropriate stiffness, free of charge. The recall began May 27, 2019. Owners may contact Lotus customer service at 1-800-245-6887.  Lotus' number for this recall is 2019/01R."", u'ModelYear': u'2017', u'Model': u'EVORA', u'Make': u'LOTUS', u'ReportReceivedDate': u'/Date(1554177600000-0400)/', u'Manufacturer': u'Lotus Cars Limited'}]"
2017,Maserati,Ghibli,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Maserati-Ghibli-FrontSide_MRGHI1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'16V839000', u'Conequence': u'If the back-up camera is inoperable, it may be more difficult for the operator to see people or objects behind the vehicle, increasing the risk of injury or crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'BACK OVER PREVENTION: CAMERA SYSTEM', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain model year 2017 Quattroporte, Ghible, and Levante vehicles manufactured July 1, 2016, to November 14, 2016.  In temperatures below freezing, the entertainment telematics module (ETM) may place itself in a protection mode, disabling the back-up camera.', u'Remedy': u""Maserati will notify owners, and dealers will update the ETM software, free of charge.  The recall began on December 30, 2016.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 327."", u'ModelYear': u'2017', u'Model': u'GHIBLI', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1479445200000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'16V840000', u'Conequence': u'A loss of air may result in tire failure or a loss of vehicle control, increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'TIRES:SIDEWALL', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain model year 2017 Ghibli and Quattroporte vehicles and one model year 2016 Ghibli vehicle manufactured February 29, 2016, to October 29, 2016.  These vehicles are equipped with certain Pirelli P Zero All Season tires, size 275/40R19 101W, that may develop cracks in their lower sidewall, possibly resulting in a loss of air.', u'Remedy': u""Maserati will notify owners, and dealers will replace the affected tires, free of charge.  The recall began on December 30, 2016.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 324."", u'ModelYear': u'2017', u'Model': u'GHIBLI', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1479704400000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'16V856000', u'Conequence': u'A loose pinion gear may bind, possibly resulting in the rear wheels locking up and increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'POWER TRAIN:DRIVELINE:DIFFERENTIAL UNIT', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain model year 2017 Quattroporte and Ghibli vehicles manufactured July 1, 2016, to October 12, 2016.  The rear differential unit pinion nut may not have been properly tightened, allowing the pinion nut to loosen.', u'Remedy': u""Maserati will notify owners, and dealers will inspect the rear differential unit pinion nut torque, and, as necessary, replace the rear differential unit, free of charge.  The recall began on December 30, 2016.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 328."", u'ModelYear': u'2017', u'Model': u'GHIBLI', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1480309200000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'17V046000', u'Conequence': u'An electrical short can increase the risk of a fire.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ELECTRICAL SYSTEM:WIRING | SEATS:FRONT ASSEMBLY:POWER ADJUST', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain 2014-2017 Quattroporte and Ghibli, and 2017 Levante vehicles.  Adjusting the front seats may cause the seat wiring harness to rub, possibly resulting in an electrical short.', u'Remedy': u""Maserati will notify owners, and dealers will inspect the vehicles, replacing the seat wiring harness, as necessary, free of charge.  The recall began June 26, 2017.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 342."", u'ModelYear': u'2017', u'Model': u'GHIBLI', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1484888400000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'18V173000', u'Conequence': u'If the transmission shifts into neutral or park unexpectedly, or if the engine shuts down without warning, it can increase the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ELECTRICAL SYSTEM: SOFTWARE | ENGINE AND ENGINE COOLING:ENGINE', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain 2017 Quattroporte vehicles equipped with V6 engines and Maserati Ghibli vehicles.  Due to an engine software problem, at slow speeds such as stop-and-go traffic, the transmission may unexpectedly shift into neutral or park, or the engine may shut off.', u'Remedy': u""Maserati will notify owners, and dealers will re-flash the software for the engine control module, free of charge.  The recall is expected to begin May 2018.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 365."", u'ModelYear': u'2017', u'Model': u'GHIBLI', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1521000000000-0400)/', u'Manufacturer': u'Maserati North America, Inc.'}]"
2017,Maserati,GranTurismo,"['Coupe', 'Convertible']","{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Maserati-GranTurismo-FrontSide_MRGTR1701_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Maserati-GranTurismo-FrontSide_MRGTCPEE1701_640x480.jpg?interpolation=high-quality&downsize=391:*'}","[{u'NHTSACampaignNumber': u'19V461000', u'Conequence': u'A deactivated air bag increases the risk of injury.  An inadvertent deployment of the air bag increases the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'AIR BAGS', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain 2015-2018 Granturismo and 2016-2018 Granturismo Convertible vehicles. The air bag Electronic Control Unit (ECU) may have a defective power supply capacitor that can cause a deactivation or inadvertent deployment of the air bag.', u'Remedy': u""Maserati will notify owners, and dealers will replace the air bag ECU, free of charge.  The recall is expected to begin July 30, 2019.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 386."", u'ModelYear': u'2017', u'Model': u'GRANTURISMO', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1560484800000-0400)/', u'Manufacturer': u'Maserati North America, Inc.'}]"
2017,Maserati,Levante,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Maserati-Levante-FrontSide_MRLEVA1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'16V839000', u'Conequence': u'If the back-up camera is inoperable, it may be more difficult for the operator to see people or objects behind the vehicle, increasing the risk of injury or crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'BACK OVER PREVENTION: CAMERA SYSTEM', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain model year 2017 Quattroporte, Ghible, and Levante vehicles manufactured July 1, 2016, to November 14, 2016.  In temperatures below freezing, the entertainment telematics module (ETM) may place itself in a protection mode, disabling the back-up camera.', u'Remedy': u""Maserati will notify owners, and dealers will update the ETM software, free of charge.  The recall began on December 30, 2016.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 327."", u'ModelYear': u'2017', u'Model': u'LEVANTE', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1479445200000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'17V161000', u'Conequence': u'If the transmission shifts into neutral unexpectedly or if the engine shuts down without warning, it can increase the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ELECTRICAL SYSTEM: SOFTWARE | ENGINE AND ENGINE COOLING:ENGINE', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain 2017 Levante vehicles.  Due to an engine software problem, at slow speeds such as stop-and-go traffic, the transmission may unexpectedly shift into neutral or the engine may shut off.', u'Remedy': u'Maserati will notify owners, and dealers will update the engine control module software, free of charge.  The recall began March 31, 2017.  Owners may contact Maserati customer service at 1-877-696-2737.', u'ModelYear': u'2017', u'Model': u'LEVANTE', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1489377600000-0400)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'17V046000', u'Conequence': u'An electrical short can increase the risk of a fire.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ELECTRICAL SYSTEM:WIRING | SEATS:FRONT ASSEMBLY:POWER ADJUST', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain 2014-2017 Quattroporte and Ghibli, and 2017 Levante vehicles.  Adjusting the front seats may cause the seat wiring harness to rub, possibly resulting in an electrical short.', u'Remedy': u""Maserati will notify owners, and dealers will inspect the vehicles, replacing the seat wiring harness, as necessary, free of charge.  The recall began June 26, 2017.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 342."", u'ModelYear': u'2017', u'Model': u'LEVANTE', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1484888400000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}]"
2017,Maserati,Quattroporte,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Maserati-Quattroporte-FrontSide_MRQTGL1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'16V839000', u'Conequence': u'If the back-up camera is inoperable, it may be more difficult for the operator to see people or objects behind the vehicle, increasing the risk of injury or crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'BACK OVER PREVENTION: CAMERA SYSTEM', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain model year 2017 Quattroporte, Ghible, and Levante vehicles manufactured July 1, 2016, to November 14, 2016.  In temperatures below freezing, the entertainment telematics module (ETM) may place itself in a protection mode, disabling the back-up camera.', u'Remedy': u""Maserati will notify owners, and dealers will update the ETM software, free of charge.  The recall began on December 30, 2016.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 327."", u'ModelYear': u'2017', u'Model': u'QUATTROPORTE', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1479445200000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'16V840000', u'Conequence': u'A loss of air may result in tire failure or a loss of vehicle control, increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'TIRES:SIDEWALL', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain model year 2017 Ghibli and Quattroporte vehicles and one model year 2016 Ghibli vehicle manufactured February 29, 2016, to October 29, 2016.  These vehicles are equipped with certain Pirelli P Zero All Season tires, size 275/40R19 101W, that may develop cracks in their lower sidewall, possibly resulting in a loss of air.', u'Remedy': u""Maserati will notify owners, and dealers will replace the affected tires, free of charge.  The recall began on December 30, 2016.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 324."", u'ModelYear': u'2017', u'Model': u'QUATTROPORTE', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1479704400000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'16V856000', u'Conequence': u'A loose pinion gear may bind, possibly resulting in the rear wheels locking up and increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'POWER TRAIN:DRIVELINE:DIFFERENTIAL UNIT', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain model year 2017 Quattroporte and Ghibli vehicles manufactured July 1, 2016, to October 12, 2016.  The rear differential unit pinion nut may not have been properly tightened, allowing the pinion nut to loosen.', u'Remedy': u""Maserati will notify owners, and dealers will inspect the rear differential unit pinion nut torque, and, as necessary, replace the rear differential unit, free of charge.  The recall began on December 30, 2016.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 328."", u'ModelYear': u'2017', u'Model': u'QUATTROPORTE', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1480309200000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'17V046000', u'Conequence': u'An electrical short can increase the risk of a fire.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ELECTRICAL SYSTEM:WIRING | SEATS:FRONT ASSEMBLY:POWER ADJUST', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain 2014-2017 Quattroporte and Ghibli, and 2017 Levante vehicles.  Adjusting the front seats may cause the seat wiring harness to rub, possibly resulting in an electrical short.', u'Remedy': u""Maserati will notify owners, and dealers will inspect the vehicles, replacing the seat wiring harness, as necessary, free of charge.  The recall began June 26, 2017.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 342."", u'ModelYear': u'2017', u'Model': u'QUATTROPORTE', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1484888400000-0500)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'17V610000', u'Conequence': u'A stall can increase the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'FUEL SYSTEM, GASOLINE:DELIVERY:FUEL PUMP', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain 2015-2017 Quattroporte GTS vehicles equipped with a V8 3.8 liter engine.  A resistor in the low pressure fuel pump resistor may fail, causing a loss of engine power or a stall.', u'Remedy': u""Maserati will notify owners, and dealers will replace the fuel pump resistor cable assembly, free of charge.  Interim notices informing owners of the safety risk are expected to be mailed 11/28/2017.  Owners will receive a second notice when the remedy is available.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 359."", u'ModelYear': u'2017', u'Model': u'QUATTROPORTE', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1506657600000-0400)/', u'Manufacturer': u'Maserati North America, Inc.'}, {u'NHTSACampaignNumber': u'18V173000', u'Conequence': u'If the transmission shifts into neutral or park unexpectedly, or if the engine shuts down without warning, it can increase the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ELECTRICAL SYSTEM: SOFTWARE | ENGINE AND ENGINE COOLING:ENGINE', u'Summary': u'Maserati North America, Inc. (Maserati) is recalling certain 2017 Quattroporte vehicles equipped with V6 engines and Maserati Ghibli vehicles.  Due to an engine software problem, at slow speeds such as stop-and-go traffic, the transmission may unexpectedly shift into neutral or park, or the engine may shut off.', u'Remedy': u""Maserati will notify owners, and dealers will re-flash the software for the engine control module, free of charge.  The recall is expected to begin May 2018.  Owners may contact Maserati customer service at 1-877-696-2737.  Maserati's number for this recall is 365."", u'ModelYear': u'2017', u'Model': u'QUATTROPORTE', u'Make': u'MASERATI', u'ReportReceivedDate': u'/Date(1521000000000-0400)/', u'Manufacturer': u'Maserati North America, Inc.'}]"
2017,MAZDA,CX-3,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/10703/2017-Mazda-CX-3-front-angle3_10703_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,MAZDA,CX-5,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mazda-CX-5-FrontSide_MTCX51701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'17V744000', u'Conequence': u'Contact with the muffler may damage the trailer wiring harness, potentially resulting in the trailer lighting being inoperative, thereby increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'ELECTRICAL SYSTEM:WIRING | TRAILER HITCHES', u'Summary': u'Mazda North American Operations (Mazda) is recalling certain 2017 CX-5 vehicles equipped with an accessory trailer hitch wiring harness.  This harness may be routed such that there is insufficient clearance between the harness and the exhaust muffler, allowing the wiring harness to contact the muffler.', u'Remedy': u""Mazda will notify owners, and dealers will reroute the trailer hitch harness away from the muffler, replacing the harness if it is damaged, free of charge.  The recall is expected to begin January 20, 2018.  Owners may contact Mazda customer service at 1-800-222-5500.  Mazda's number for this recall is 1617K."", u'ModelYear': u'2017', u'Model': u'CX-5', u'Make': u'MAZDA', u'ReportReceivedDate': u'/Date(1511240400000-0500)/', u'Manufacturer': u'Mazda North American Operations'}]"
2017,MAZDA,CX-9,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mazda-CX-9-FrontSide_MTCX91701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,MAZDA,MAZDA3,"['Hatchback', 'Sedan']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11891/2017-Mazda-MAZDA3-360SpinFrame_11891_032_2400x1800.png?interpolation=high-quality&downsize=391:*', 'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mazda-MAZDA3-FrontSide_MA3HB1701_640x480.jpg?interpolation=high-quality&downsize=391:*'}","[{u'NHTSACampaignNumber': u'19V272000', u'Conequence': u'Reduced visibility while driving can increase the risk of crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'VISIBILITY:WINDSHIELD WIPER/WASHER', u'Summary': u""Mazda North American Operations (Mazda) is recalling certain 2016-2018 Mazda3 vehicles.  A defective windshield wiper relay may cause the windshield wipers to become inoperative, reducing the driver's visibility. "", u'Remedy': u""Mazda will notify owners, and dealers will replace the front body control module with a new module which uses an improved wiper relay design, free of charge.  The recall began May 7, 2019.  Owners may contact Mazda customer service at 1-800-222-5500, option 4.  Mazda's number for this recall is 3219D."", u'ModelYear': u'2017', u'Model': u'MAZDA3', u'Make': u'MAZDA', u'ReportReceivedDate': u'/Date(1554350400000-0400)/', u'Manufacturer': u'Mazda North American Operations'}]"
2017,MAZDA,MAZDA6,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11921/2017-Mazda-MAZDA6-360SpinFrame_11921_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'16V753000', u'Conequence': u'A vehicle continuously driven with the turn signal flashing may result in confusion to other drivers, increasing the risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'EXTERIOR LIGHTING:TURN SIGNAL', u'Summary': u'Mazda North American Operations (Mazda) is recalling certain model year 2017 Mazda6 vehicles manufactured August 12, 2016, to September 28, 2016 and equipped with optional accessory fog lights.  Due to an incorrect combination switch being installed, the turn signals may not automatically cancel by the rotation of the steering wheel.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 108, ""Lamps, Reflective Devices, and Associated Equipment.""', u'Remedy': u""Mazda will notify owners, and dealers will replace the combination switch, free of charge.  The recall began December 2016.  Owners may contact Mazda customer service at 1-800-222-5500.  Mazda's number for this recall is 0316J."", u'ModelYear': u'2017', u'Model': u'MAZDA6', u'Make': u'MAZDA', u'ReportReceivedDate': u'/Date(1476763200000-0400)/', u'Manufacturer': u'Mazda North American Operations'}]"
2017,MAZDA,MX-5 Miata,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/10784/2017-Mazda-MX-5%20Miata-360SpinFrame_10784_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'19V072000', u'Conequence': u'If the vehicle abruptly downshifts, the driver may lose control of the vehicle, increasing the risk of a crash. ', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'POWER TRAIN:AUTOMATIC TRANSMISSION:CONTROL MODULE (TCM, PCM)', u'Summary': u'Mazda North American Operations (Mazda) is recalling certain 2016-2019 MX-5 (Miata) vehicles with automatic transmissions.  Due to incorrect programming of the Transmission Control Module (TCM), certain conditions may cause the vehicle to unexpectedly downshift and abruptly decelerate.', u'Remedy': u""Mazda will notify owners, and dealers will reprogram the TCM with corrected software, free of charge.  The recall began March 14, 2019.   Owners may contact Mazda customer service at 1-800-222-5500, option 4.  Mazda's number for this recall is 3019A."", u'ModelYear': u'2017', u'Model': u'MX-5', u'Make': u'MAZDA', u'ReportReceivedDate': u'/Date(1548997200000-0500)/', u'Manufacturer': u'Mazda North American Operations'}]"
